id,SMILES,Tm,token_count
2751,Cc1cccc2CCCCc12,250.15,15
1208,COc1ccc(O)cc1,330.15,13
331,O=C1CCCCC1C2CCCCC2,241.15,18
2427,SCCCCS,219.25,6
267,O=N(=O)c1cccc2ccccc12,334.15,21
2110,Clc1ccc(I)cc1,330.15,12
426,Oc1ccc(C)c(C)c1,333.95,15
2996,O=C(C)Nc1cnccc1,406.15,15
2521,CC1CCCC(C)C1C,206.25,13
1690,CC1CCC(C)CC1,186.15,12
1646,CCc1cccc(CC)c1N,276.65,15
2162,C=CCCCCCCCCC(=O)OCC,235.15,19
2613,Clc1cccc(c1)c2cccc(Cl)c2,302.15,22
1575,CC(C)O[Si](OC(C)C)(OC(C)C)OC(C)C,293.15,29
314,BrCc1ccccc1C,294.15,11
167,O=C(C)OC1CC2CCC1(C)C2(C)C,302.15,25
1890,Cc1ccc(N)c(Cl)c1,280.15,15
413,Brc1ccccc1C,245.35,10
2440,Cc1ccc(cc1)C(=C)C,253.15,17
1697,CCCC(C)(C)C,149.35,11
2094,COc1cccc(OC)c1OC,321.65,16
393,COC(=O)c1cnccc1,315.65,15
1391,NCCCCCN,282.15,7
1819,O=N(=O)C1=CC=CS1,319.65,16
2348,CC1CC(C)S(=O)(=O)C1,270.15,19
629,O=CCCc1ccccc1,320.15,13
121,ClC(Cl)(Cl)Br,267.45,9
1068,CCCCCCCCCCCCc1ccccc1,276.15,20
594,CCCN(CCC)CCC,179.65,12
1731,C=CCCCCC,153.45,8
3291,CC1(C)CCC(C)(C)C1,184.75,17
2260,O=N(=O)C1=CSC=C1,351.65,16
2908,CCCCCCCCCCCCCCCCCCc1ccccc1,302.15,26
3276,C1CCc2ccncc2C1,419.65,14
348,Cc1ccc2ccccc2c1,307.55,15
1010,COC(=O)c1ccccc1O,265.15,16
2845,CCCCCC1CCCC1,190.15,12
2790,O=C(C)C(C)(C)C(=O)C,292.15,19
630,OCC=Cc1ccccc1,306.15,13
1136,Nc1cccc2ccccc12,322.35,15
211,CCC(=O)N,354.45,8
3145,CC1CCC(C(C)C)C(=O)C1,267.15,20
1772,COC(=O)N,327.15,8
639,O=Cc1ccc(C)cc1,267.15,14
3089,CC(C=Cc1ccccc1)c2ccccc2,320.65,23
1196,OCCOCCOCCOCCCC,243.15,14
1113,ClC(Br)Br,253.15,6
2772,N#CCc1ccc(C)cc1,291.15,15
2173,CC(C)c1ccncc1,218.25,13
2141,N#CC(C#N)=C(C#N)C#N,472.15,19
2524,CCCCC1CCCCC1,198.45,12
3122,CC(C)CS(=O)(=O)CC(C)C,290.15,21
849,CCCCCCCCCC(=O)OC,497.15,16
1470,O=C(O)C12C3CC(CC13)C2(C)C,424.45,25
437,Oc1ccc(Cl)c(Cl)c1,341.15,15
3220,Cc1cc(Cl)c(Cl)c(Cl)c1,318.65,18
777,ClCC(C)OC(C)CCl,176.15,13
542,O=N(=O)c1ccc(cc1)N(=O)=O,447.15,24
3156,CCCCCc1ccc(O)cc1,296.15,16
3157,CCCC(C)C(O)CC,150.15,13
1831,Clc1ccc(N(=O)=O)c(Cl)c1,307.15,21
961,CCCCOCCOCCCC,204.05,12
2324,CCc1cc(C)cc(C)c1,188.85,16
1315,FC(F)C(F)F,184.15,10
2697,CCOP(=O)(OCC)N(C)C,281.45,18
1621,ClCC(Cl)C(=O)O,323.15,12
1347,N#CO,187.15,4
881,N1CCCCC1,262.12,8
1452,Nc1ccncc1,431.65,9
2128,ClP(Cl)c1ccccc1,222.15,13
373,Brc1ccc(cc1)c2ccc(Br)cc2,437.15,22
2528,CCC(S)(C)C,169.15,10
1005,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,504.95,22
2069,C#CCCCCCCCCCCCCCC,288.15,17
1015,O=C1CCc2ccccc2O1,298.15,16
1974,Ic1ccc(C)cc1,309.65,12
2266,Cc1ccc2cccc(O)c2n1,346.95,18
2737,ClC(Cl)C(=O)c1ccccc1,293.65,18
2270,C1CCC(CC1)c2ccccc2,280.45,18
409,CCCC(O)C(CO)CC,233.15,14
1637,Cc1cc(C)c(Br)c(C)c1,272.15,18
2271,Clc1ccc(cc1)Cc2ccccc2,280.65,20
2061,O=COCCCCCC,210.55,10
2386,O=C(C)N(C)C(=O)C,248.15,16
3116,Oc1ccc(C)c(C)c1Cl,300.15,16
378,O=C=Nc1ccc(cc1)c2ccccc2,329.15,23
1032,Clc1ccc(Cl)c(Cl)c1,290.15,15
2815,C=CC(C)(C)CC,138.85,12
2712,CC1=CCC(CC1)C(O)(C)C,313.65,20
3209,O=C1Nc2ccccc2C1(C)C,427.45,19
1997,CC1=CC=C(C)N1,280.85,13
1019,O=Cc1ccc(OC)c(OC)c1,316.15,19
844,CN(C)CCN(C)C,218.15,12
141,O=CC(Cl)(Cl)Cl,215.65,11
2292,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1C,497.95,22
2816,COc1ccc(cc1)C(=O)N,439.65,18
2392,COC(=O)CCCC(=O)OC,230.65,17
1980,ICCI,356.15,4
899,C=COCCCC,181.15,8
1584,n1ccc(cc1)c2ccncc2,384.15,18
734,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,193.15,25
196,O=CC(=C)C,192.15,9
557,SCc1ccccc1,243.15,10
2627,CCN(CC)c1ccc(Br)cc1,311.15,18
484,CC(C)(C)c1ccccc1,215.35,16
344,c1ccc2cccnc2c1,258.37,14
661,Cc1ccc(O)c(C)c1,297.65,15
3206,CC=CC(C)C(C)C=CC,208.35,16
3235,ClCC(Cl)(Cl)C(Cl)(Cl)Cl,299.15,17
3118,O1CCN(CC1)Cc2ccccc2,467.15,19
919,C1=CCCC=CCC1,216.75,12
2891,CCCCCCCOC(=O)CCCCCCC,262.55,20
1724,C=CCCCC,133.45,7
1291,CCSCC,169.25,5
2014,CN1CCCCC1,255.05,9
1054,c1ccc(cc1)Nc2ccccc2,326.05,19
1518,CCc1cnccc1,196.25,10
1793,CCc1c(CC)c(CC)c(CC)c(CC)c1CC,402.15,28
2177,Clc1cc(Cl)c(N)c(Br)c1,356.65,18
1408,O=Cc1c(C)cc(C)cc1C,287.15,18
3100,Nc1ccc(C)c(Br)c1,299.15,15
2577,N#Cc1ccccc1N,324.15,12
711,ICCC,171.85,4
2491,C=CCCCC(=O)O,236.15,12
1834,ClCc1ccccc1Cl,256.15,11
2186,CN(C)c1ccccc1N(C)C,282.05,18
377,c1ccc(cc1)c2ccc(cc2)c3ccccc3,483.25,28
1763,CCS(=O)(=O)CC,346.65,13
2075,ICCCCCCCCCCCCCCCCCC,307.15,19
2325,CCc1ccc(C)c(C)c1,206.25,16
2706,Cc1cnc2ccccc2c1C,346.65,16
1676,OCc1cccc(C)c1,253.15,13
2800,CC(C)c1cccc(C)c1O,258.65,17
250,O=C1CCc2ccccc12,315.15,15
2989,O=C(O)C(Cl)Br,304.65,11
3032,CCCc1cccc(CCC)c1O,300.15,17
801,CC1NCCCC1,268.55,9
994,OCC(=O)C,256.15,8
1505,O=C(NNc1ccccc1)c2ccccc2,441.15,23
2419,Clc1ccc(cc1)S(=O)(=O)Sc2ccccc2,186.35,29
2958,C1CCc2c(C1)ccc3CCCCc23,289.85,22
2936,O=C1CCCC1C2CCCC2,260.15,16
1882,Brc1ccccc1N,305.15,10
2575,ClCC(=C)CCl,259.15,9
786,O=C(C)OC(C)CC(C)C,209.15,17
2984,Brc1cc(C)c(C)cc1C,346.15,16
738,CCCC(C)C,119.45,8
1961,CCOC(=O)CN,419.15,10
1176,CCc1cccc(CC)c1,189.25,14
955,CCCCCCCCCCCCCCCC(=O)OC,611.0,22
1056,CCOP(OCC)OCC,193.15,12
2437,O=S(C)c1ccccc1,305.15,14
351,Sc1ccc2ccccc2c1,354.15,15
3073,NCCCCCCCCCCC,290.15,12
2552,Cc1ccc2N=C(C)Nc2c1,476.15,18
89,SCC,125.35,3
74,IC,206.75,2
1063,O=C(C)Nc1ccc(N)cc1,439.65,18
2729,CCC1CCC(C)C1,165.15,12
878,N1CCNCC1,379.15,8
186,BrCC(Br)C,217.95,7
2165,CCCCCOCCCCC,204.15,11
3041,C=CCCCCCCCCCCCCCCC,284.65,18
1598,C=CCOCC=C,267.15,9
435,Cc1ccc(Cl)c(Cl)c1,257.95,15
3101,CCCCCCC(=O)OCCC,209.65,15
1644,COc1ccccc1C,239.05,11
3328,CSC(=O)c1cccc2N=NSc12,406.05,21
3293,CCOc1cc(Cl)c(N)c(Cl)c1,319.15,20
2113,CC1=CC=C(C)S1,210.55,13
2976,O=C(c1ccccc1)c2cnccc2,311.15,21
2798,O=N(=O)c1cccc(Cl)c1Cl,334.65,19
2773,N#Cc1ccnc2ccccc12,376.65,17
1728,CCC=CCC,183.15,7
545,BrCc1ccccc1,270.15,10
2233,C1CCC(=CC1)c2ccccc2,262.15,19
1191,OCCCCCCCCC,268.15,10
2174,COc1ccc(I)cc1,326.15,13
216,C=CC(=O)O,286.65,9
1918,Cc1cc(cc(c1)N(=O)=O)N(=O)=O,366.15,27
305,Cc1ccc(Cl)c(c1)N(=O)=O,280.15,21
2693,C#CCCCC#C,188.15,9
199,ClCC(=C)Cl,283.15,8
242,CC1=CCC2CC1C2(C)C,209.15,17
1911,NCC1=CC=CO1,203.15,11
1909,CCC(CC)CC,154.55,9
1150,Clc1cc(Cl)c(O)cc1O,386.15,16
561,CNc1ccccc1,216.15,10
1515,OCc1ccc(cc1)C(C)C,301.15,17
864,OCC#CCO,323.15,7
2554,CC1=CSC(C)=C1C,246.95,14
117,Cl[Si](Cl)C,180.15,6
507,Oc1cccc(c1)N(C)C,359.15,16
588,O=C(Nc1ccccc1)Nc2ccccc2,512.15,23
2121,CCCCCCCCCCCCCCCCCCCCCCC,320.75,23
2920,C1CCC(CC1)OC2CCCCC2,237.15,19
1495,N#Cc1ccccc1C,259.65,12
1464,O=C(S)C,256.15,7
1771,COC(C)C,127.93,7
1376,COc1cccc(F)c1,238.15,13
95,C1CC1,145.75,5
2791,CCCCCC(=O)c1ccc(O)cc1O,330.15,22
1237,c1ccc2Cc3ccccc3Sc2c1,401.65,20
2822,C=Cc1ccc(CC)cc1,223.45,15
2058,ICCCCCCCC,227.45,9
2886,Clc1ccc2cccc(C)c2n1,334.15,18
1307,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,144.95,30
1161,CCOC(=O)C=C,201.95,11
2993,O=C1CC2CCCCC2C1,283.15,15
1491,Cc1cc(C)c(O)c(C)c1,346.15,18
1013,C1CCc2ccccc2C1,237.45,14
1781,CCC(Cl)C(Cl)C,195.85,11
2478,CCC(c1ccccc1)c2ccccc2,286.45,21
253,O=N(=O)c1cccc(Cl)c1C,310.95,19
1314,OCC(F)F,244.95,7
533,Oc1ccc(cc1)N(=O)=O,386.95,18
3039,C=C(C)CCC=C(C)C,203.15,15
2160,CCC=CC(C)C,131.55,10
1939,CCOc1cccc(c1)N(=O)=O,309.15,20
1214,O=Nc1ccc(cc1)Nc2ccccc2,416.15,22
2278,CCCCCCCC(C)C,198.55,12
3031,N#Cc1ccccc1OC,297.65,13
1204,OCC(O)C(O)CO,394.65,12
3232,COC(=O)c1ccc(C)cc1C,271.15,19
3111,CCOc1ccc(C=O)cc1,286.65,16
716,NCCN,284.25,4
3267,O=C1CCC=C(C)C1,252.15,14
3084,Cc1ccc2CC(C)CCc2c1,293.15,18
274,Nc1cccc(C)c1C,275.65,13
2874,C1CCN(CC1)c2ccccc2,277.85,18
2910,CCCC(CC)c1ccccc1,217.75,16
2717,COC(=O)c1ccc2ccccc2c1,350.15,21
2229,CN(C)c1c(C)cccc1C,237.15,17
2187,O=C(C1=CC=CS1)C2=CC=CS2,363.15,23
1927,CCc1cccc(O)c1,269.15,13
3077,CCc1cccc(c1)N(=O)=O,235.25,19
640,O=Cc1ccc(Cl)cc1,320.65,14
2213,NC1CC1,237.75,6
2875,O=C1OC(=O)C(C)C1,307.15,16
973,CCCCCCCCCCCCOC(=O)C,274.45,19
2531,Cc1cccc(c1)C(=O)Cl,250.15,17
1848,C1=CCc2ccccc2C1,298.15,15
266,O=C(O)c1cccc2ccccc12,434.15,20
1030,CC1=Nc2ccccc2S1,287.15,15
2705,CN(C)c1ccc2ccccc2c1,325.65,19
1263,ClC(Cl)C(F)(F)F,166.15,13
1774,CON(=O)=O,190.65,9
466,CN1C=CC=C1,216.15,10
149,ClC(Cl)C(Cl)(Cl)Cl,244.15,13
1962,CCCC(=O)OC,187.35,10
2771,COc1cccc(C)c1C,302.15,14
1865,N#Cc1ccc2ccccc2c1,339.15,17
3216,OCCc1ccccc1C,275.15,12
1074,O=Cc1ccc(OC)cc1,273.15,15
3243,Clc1cc(Cl)cc(C)c1,299.15,15
142,ClCC(F)(F)F,167.65,10
2986,CCC(C)c1cccc(C(C)CC)c1O,231.15,23
1496,O=Cc1ccccc1C,238.15,12
362,O=C1C=Cc2cc(C)ccc2O1,349.65,20
2842,O=C(O)C1CCC1,271.15,12
847,CCCCCCCCOC(=O)CCC,217.55,17
185,BrCC(Br)Br,243.85,7
3104,O=S(F)F,143.65,7
102,IC(C)C,183.15,6
1227,c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,479.15,32
1807,Oc1cccc(O)c1C,393.15,13
1984,OCCC(C)(C)C,213.15,11
879,n1ccccc1,231.55,8
2784,CCCCC(C)C(C)C,157.15,13
3233,CCCCCC(O)CCCCC,298.15,14
1703,O=CCC(C)C,222.15,9
16,OCC(O)CO,291.35,8
1011,O=C(c1ccccc1)C(O)c2ccccc2,410.15,25
604,c1ccc(cc1)C=Cc2ccccc2,396.15,21
641,CCc1cnc(C)cc1,202.25,13
2775,CCOC(=O)c1ccc2ccccc2c1,305.15,22
1799,COC(=O)c1ccccc1N(=O)=O,260.15,22
2893,ICCCCCCC,224.95,8
1708,Brc1cccc(O)c1,306.15,12
903,ClCCOCCCl,221.25,7
978,BrCCCCCCCCCCCCCCCC,291.15,17
2574,BrC(Br)F,195.15,6
1319,Fc1ccccc1F,239.15,10
1340,Brc1cccc(c1)C(F)(F)F,274.15,19
2070,CCCCCCCCCCCCCCCCC,295.15,17
1205,CCCCC(CC)C(=O)O,214.15,15
297,O=N(=O)c1ccccc1C,263.15,16
1492,O=C(Cl)C1=CC=CO1,271.15,15
1393,FCCCCCCCCC,274.15,10
2172,CC(C)C1CCCCC1,183.75,13
2647,CC=C1CCCC1,143.65,10
1917,Oc1cccc(c1)C(C)C,299.15,16
2004,ClCc1cccc(CCl)c1,307.35,14
2192,CC(C)c1cc(cc(c1)C(C)C)C(C)C,265.75,27
1060,c1ccc(cc1)NNc2ccccc2,404.15,20
2780,OOCC,173.15,4
3038,O=C(O)C1CC=C(C)C1(C)C,313.65,21
972,CCCCCC=CCC=CCCCCCCCC(=O)OC,639.0,26
1493,CC(C)c1ccccc1C,201.65,14
2925,Cc1ccc(C(C)C)c(C)c1,191.15,19
697,BrCCBr,283.05,4
2835,O=C(C)c1ccc(C)c(C)c1,270.15,20
680,Clc1ccc(Cl)cc1,325.85,12
57,ClC(Cl)Cl,209.55,6
1766,CCCS(=O)(=O)CCC,302.65,15
659,OCCN(C)CCO,252.15,10
814,CCCCC,143.45,5
2150,CO[Si](OC)(OC)OC,271.15,13
2382,CCCCCCCCCc1ccccc1,249.15,17
1390,CCCCCCC(=O)CCCCCC,306.15,17
1061,O=CCc1ccccc1,306.65,12
2127,CCCc1ccccc1O,280.15,12
2063,CCCCCCCCCCCCCC,278.95,14
1461,CCCCCCCCCCCCCCCCC(=O)O,635.15,22
1722,CC(C)CCC(C)C,182.15,12
1497,Oc1cccc2CCCCc12,343.15,15
3266,CCCCC(C)C(O)C,159.15,13
1504,Nc1ccc(N=Nc2ccccc2)c(N)c1,391.65,25
956,CCCCCCCCCCCC,263.55,12
1751,CCC(N)(C)C,168.15,10
1158,O=C(O)C=Cc1ccccc1,406.15,17
1406,OCC1CCCN2CCCCC12,343.15,16
3072,CC(C)OC(=O)C=CC(=O)OC(C)C,275.25,25
3214,CCC(CC)C(=C)C,160.25,13
2692,COc1ccc(cc1)N=Nc2ccccc2,329.15,23
3148,Cc1ccnc(C)n1,269.15,12
727,C=C(C)CC(C)(C)C,179.65,15
743,CC=CC(=O)O,345.15,10
2436,Clc1ccc(Br)c(Cl)c1,299.15,15
3171,ClC=CC,138.35,5
3211,Clc1ccc(Cl)c(C)c1,278.15,15
478,CC(C)COC(=O)C(C)C,192.45,17
1078,Nc1ccc(O)cc1,460.65,12
2115,CCCCCCCC(=O)OCCCCC,238.35,18
3153,CCCCCCCCCCCCCCCCCc1ccccc1,305.15,25
854,BrCCCCC,178.15,6
2938,CCCCCCCCOC(=O)CCCCC,245.15,19
2032,CCCCCC(=O)N,374.15,11
371,c1ccc2Sc3ccccc3Nc2c1,460.65,20
3052,N#Cc1cccc(Br)c1,312.65,14
945,OCCOCCOCCO,266.15,10
2625,Brc1ccc2CCc3cccc1c23,325.15,19
609,BrCCc1ccccc1,207.45,11
1607,CCC(C)(C)C(C)C,172.25,14
2087,ClCC(Cl)(Cl)Cl,202.95,10
3147,O=C(O)C(C)C(C)C,271.65,15
2679,O=C(O)C(Cl)=C(Cl)Cl,349.15,16
1663,Clc1ccc(Cl)c(O)c1,332.15,15
2405,O=C(C)OC1CCCC1,286.65,14
2358,CCC(CC)(CC)CC,240.05,13
1780,Cc1ccc(cc1)S(=O)(=O)c2ccc(C)cc2,432.15,31
2533,O=N(=O)OC(C)C,190.81,13
153,O=C(O)C(F)(F)F,257.95,14
1753,CC(C)C(O)(C)C,259.15,13
880,O1COCOC1,333.35,8
465,O=C1OCCO1,312.65,9
1123,O=C(C)N(C)C,253.15,11
3019,CCOC(=O)C(C(=O)OCC)C(=O)OCC,302.15,27
2101,Clc1cccc2ncccc12,318.15,15
1949,CCCOc1ccccc1,246.15,12
1252,n1ccncc1,328.15,8
946,BrCCCCCCCCCC,243.95,11
2296,c1ccc(cc1)C2=Nc3ccccc3S2,388.15,24
456,ClCC(O)CCl,269.15,8
1139,O=C(c1ccccc1)C2=CC=CS2,329.65,22
301,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,313.15,33
3055,CCCCCCCOC(=O)CCCCC,238.75,18
1783,CC(C)C(O)C(C)C,203.15,14
2023,C#CCCC,183.15,6
2947,Cc1ncccn1,269.15,9
943,OCCOCCCCCC,228.05,10
2566,CCCC(=O)C(=O)O,279.65,14
2310,CCCCN(C)C,213.15,9
2040,O=C(C)OCCCCOC(=O)C,285.15,18
2548,CC1CCC(C)C1,139.15,11
2015,CCCCCC(=O)OCCC,204.45,14
1377,CCOc1cccc(F)c1,245.65,14
2965,NCCCC(C)C,178.75,9
1442,OC1CCCCCC1,275.15,10
564,COc1ccccc1,235.65,10
1258,O1CC1C2OC2,276.15,10
2754,Oc1c(C)c(C)c(C)c(C)c1C,401.15,22
917,OCCOCCCC,198.35,8
1473,ICC(C)C,180.15,7
1928,N#Cc1cccc(C)c1,250.15,14
1712,CC1=CCCCC1,152.75,10
1494,O=N(=O)c1ccccc1N(=O)=O,391.65,22
2404,O=N(=O)C1CCCCC1,239.15,15
1820,O=C(Cl)c1ccccc1Cl,269.15,15
3244,CC=CCCC,175.15,7
1677,O=Cc1cccc(Cl)c1,290.65,14
2135,O1COCC1,178.15,7
2834,ClC(Cl)(Cl)CC(Cl)(Cl)Cl,246.15,17
2377,Cc1cc2CCCCc2cc1C,283.15,16
170,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,264.15,23
1368,N#Cc1ccccc1C(F)(F)F,291.15,19
2942,Cc1ccc(cc1)Cc2ccc(C)cc2,301.15,23
103,NC(C)C,178.05,6
1805,CCCOC(=O)c1ccccc1O,370.15,18
2235,C1COC(OC1)c2ccccc2,314.15,18
337,NC(c1ccccc1)c2ccccc2,307.15,20
3210,Clc1cccc(Cl)c1Br,338.15,13
2005,O=Cc1cccc(C=O)c1,362.65,16
652,CCOC(=O)CCl,252.15,10
1699,O=C(C)CC(C)(C)C,209.15,15
2066,CCCCCCCSCCCCCCC,343.15,15
2853,ClC(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,284.15,20
811,CCCOC(=O)C,180.15,10
261,COC(=O)c1ccccc1NC,292.15,17
692,CCCCCC(=O)OC,422.65,12
1790,CCOC(=O)N(c1ccccc1)c2ccccc2,345.15,27
2810,ClCCCOc1ccccc1,285.15,13
1835,Cc1cccc2cccnc12,193.15,15
1905,Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C,324.15,30
1589,CC1=CC=CS1,209.75,10
3001,ClCC1CC1,182.25,7
599,O=C(Cl)C=Cc1ccccc1,309.15,17
1669,Brc1cccc(c1)N(=O)=O,329.15,18
3121,C#CC=CC=C,192.15,9
2629,CCCCOC(=O)c1ccccc1O,267.25,19
3280,CCCCCCC(O)CCCC,269.65,14
807,CCCCC(=O)O,239.15,10
